Ids,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
120731175,AC Studio,Бэкэнд разработчик Python (Software engineer),False,,,От 1 года до 3 лет,Удаленная работа,"['Python', 'Грамотная речь', 'Английский язык', 'Mathematical Analysis', 'Mathematical Statistics', 'Алгоритмы и структуры данных', 'Разработка ПО', 'Natural Language Processing', 'Deep Learning']","Мы ищем людей с сильным аналитическим складом ума, которым нравится работать в команде и решать сложные задачи в реальной практической среде. Мы ищем разработчика программного обеспечения, который поможет нам строить и развивать инфраструктуру GenAI. Вы будете работать с большими объемами данных, новыми технологиями и в крутой команде. Роль / Обязанности: Разработка сложной дата-инфраструктуры для современных GenAI-движков Написание эффективных алгоритмов управления и хранения данных Анализ и оптимизация производительности всей системы, проактивная работа с инфраструктурой Работа с другими разработчиками для запуска и масштабирования новых сервисов, ориентация на продукт и понимание, что цель — создать отличный продукт Требования: Умение применять логическое и математическое мышление для решения разных типов задач. Умение задавать правильные вопросы важнее, чем знание всех ответов Умение писать качественный код. От 12 месяцев профессионального опыта в разработке Хорошее знание алгоритмов и структур данных Опыт участия в соревнованиях по программированию (Codeforces, Topcoder, ACM ICPC, Leetcode) будет плюсом Готовность учиться технологиям GenAI Владение Python или JavaScript (или другим языком общего назначения) будет преимуществом Хороший вкус в исследовательской работе. Часто задачи не имеют однозначных решений — важно уметь двигаться в неизведанном направлении, сохраняя ясность целей и самостоятельно Умение мыслить точно и коммуницировать открыто. Мы уверены, что лучшие решения рождаются в обсуждениях между разными людьми Условия: Конкурентная зарплата Опционы / доля в компании в зависимости от результатов Гибкий график Полностью удалённая работа с возможностью сбора команды в Европе и на Ближнем Востоке Сильная команда: инженеры из Microsoft, ВКонтакте, Ozon Первый шаг — онлайн-тест в формате задач с LeetCode."
120575970,Онлайн-школа Тетрика,Backend-Developer Python (intern/junior),False,,,Нет опыта,Удаленная работа,"['Python', 'Flask', 'FastAPI', 'aiohttp', 'asyncpg', 'Python 3']","Привет! Мы — онлайн-школа Тетрика, являемся одной из крупнейших EdTech-компаний России в сегменте школьного образования.За 5 лет мы помогли уже тысячам школьников найти своего репетитора и провели более 2 млн занятий на собственной платформе. Мы продолжаем расти, а значит, нам нужны новые таланты. Сейчас мы приглашаем в свою команду Backend-Developer Python (без коммерческого опыта), который будет отвечать за совершенствование нашего продукта. Что нужно делать: Разрабатывать и улучшать инструменты, направленные как на оптимизацию образовательного процесса для учеников и преподавателей, так и на оптимизацию работы внутренних сотрудников; Интегрировать систему с внешними сервисами: CRM, платёжными системами, Helpdesk и инструментами сбора обратной связи; Внедрять новый функционал, рефакторить и модернизировать существующую кодовую базу, а также писать тесты; Совместно с тимлидом ежеквартально формировать индивидуальный план развития - одна из ключевых задач будет заключаться в активной работе над ростом по этому плану. Стек: Python 3.12; asyncpg, aiohttp/fastapi/flask; PostgreSQL, Redis; Docker, Git/gitlab. Что мы ждём от тебя: Хорошее знание Python 3; Опыт работы с любыми веб-фреймворками; Опыт работы с асинхронным кодом; Знание JS будет большим плюсом. Работа в Тетрике - это: Работа в офисе/удаленно с гибким началом рабочего дня (с 9:00 до 11:00); ДМС со стоматологией после 3 месяцев работы; Оформление в соответствии с ТК РФ в аккредитованной ИТ-компании; Возможность обучения сотрудника и его детей со скидкой 50% на нашей платформе; Корпоративные скидки от наших партнёров; Уютный офис в шаговой доступности от метро Курская на территории креативного кластера Artplay. Процесс найма:Тестовое задание → интервью с рекрутером → техническое собеседование → оффер.Если тебе интересны новые задачи и постоянное развитие, смело отправляй отклик на вакансию. Пожалуйста, расскажи немного о себе и укажи зарплатные ожидания. Будем рады знакомству :)"
121194709,Павел,Python разработчик,True,200000.0,250000.0,От 1 года до 3 лет,Удаленная работа,"['Python', 'Linux', 'Git', 'Gitlab', 'PostgreSQL', 'SQL', 'PyCharm', 'Алгоритмы и структуры данных']","Разыскивается Python разработчик с магией в использовании ИИ Зарплата: от 200 000 до 250 000 рублей в месяц Ищем Python-разработчика, который умеет превращать идеи в работающих AI-агентов за 30 минут вместо 8 часов кодинга. Если вы тот, кто заставляет ИИ работать на себя, а не наоборот - это ваша вакансия. Что нужно делать: Создание AI-агентов для Telegram, Instagram, WhatsApp и других платформ Интеграция различных AI-моделей в существующие сервисы Разработка быстрых прототипов с использованием AI-инструментов Автоматизация бизнес-процессов через AI-решения Создание чат-ботов и голосовых ассистентов Настройка и оптимизация работы AI-агентов под конкретные задачи Тестирование и отладка AI-интеграций Требования: Опыт работы с Python от 2 лет Знание API популярных AI-моделей (OpenAI, Claude и др.) Опыт работы с Telegram Bot API, Instagram Graph API Умение быстро создавать MVP с помощью AI-инструментов Понимание принципов работы нейросетей и промт-инженерии Знание основ веб-разработки (FastAPI, Flask) Опыт работы с базами данных Условия работы: 5-дневная рабочая неделя, 8 часов в день. Работа полностью удаленная. Зарплата выплачивается еженедельно. Все необходимые доступы к AI-сервисам предоставляются компанией. Отпуск и больничные обсуждаются индивидуально. Для отклика пишите в HH или в телеграм"
121328705,Робопро,"Разработчик Python Developer Middle, Middle+ (робототехника)",False,,,От 1 года до 3 лет,Полный день,"['Python Core', 'Git', 'Flask', 'Unit Testing', 'REST API', 'Docker', 'GitlabCI', 'Английский — B1 — Средний', 'Робототехника', 'Qt', 'TCP/IP', 'Linux', 'C/C++', 'Sphinx', 'pandas', 'Poetry']","Группа компаний «Робопро» - первый в России производитель безопасных и легко программируемых коллаборативных роботов для выполнения широкого круга задач. Наряду с коботами ключевыми продуктами компании являются компактные и мощные сервомоторы и бесколлекторные двигатели для обширного диапазона применения. Робопро - единственная компания на территории СНГ, которая имеет научно-техническую базу, позволяющую осуществлять полный цикл серийного производства с высокой степенью локализации – от серводвигателей до роботов с собственным уникальным программным обеспечением. Наша цель - создание безопасных, комфортных в программировании роботов, способных автоматизировать сложные, монотонные и опасные для человека задачи на различных производствах. Мы предлагаем работу над инновационными проектами в области современной робототехники, где соединяется мехатроника и программное обеспечение. В данный момент мы расширяем наше продуктовое портфолио, в связи с чем ищем в свою команду увлеченного и талантливого Разработчика Python Developer. Чем предстоит заниматься: - Разработка графических и консольных приложений — для конфигурации, тестирования и анализа работы робота; - Разработка и поддержка API управления роботом;- Тестирование и отладка программных решений;- Ведение документации в корпоративной базе знаний. Мы ищем человека, у которого есть: - Опыт коммерческой разработки на Python 3.7+ от 1 года- Знание особенностей языка Python и способов работы с ними- Знание встроенных библиотек Python (os, threading, multiprocessing, asyncio, struct и т.д.)- Опыт использования стандартов Python и типизации (PEP8, typing и т.д.)- Понимание принципов и паттернов проектирования и разработки ПО- Уверенное владение ОС Linux, умение использовать терминал- Уверенное владение многопоточностью и многопроцессностью- Базовое понимание сетей (TCP/IP, UDP, socket)- Умение работать с Git- Умение самостоятельно оценивать и декомпозировать задачи Будет плюсом: - Знание сторонних библиотек и фреймворков: Poetry, PyQt6/PySide6, pandas, numpy, scipy, FastAPI - Знание английского языка на уровне, достаточном для чтения документации - Умение читать C/C++ код на базовом уровне, опыт интеграции C/C++ и Python - Опыт написания unit-тестов и настройки CI/CD пайплайнов- Знание линейной алгебры и аналитической геометрии - Опыт работы с протоколами EtherCAT, Modbus и Profinet- Базовые знания в области роботехники - Открытые git-репозитории Что мы предлагаем: -Оформление согласно ТК РФ с первого дня; -Официальная фиксированная заработная плата; -Конкурентоспособная заработная плата, обсуждается по итогам интервью; -График работы 5/2 с 9:00 до 18:00; -Комфортный офис в современном Бизнес-центре «Технопарк – Отрадное» в 6 минутах ходьбы от метро Отрадное; -Расширенное ДМС после прохождения испытательного срока; -Бесплатный спортзал для сотрудников 24/7."
121258573,FINAMP,Программист-разработчик Python в Fintech-компанию,True,150000.0,150000.0,От 1 года до 3 лет,Удаленная работа,"['Git', 'JavaScript', 'SQL', 'Python', 'Работа с базами данных', 'Google Sheets', 'GoogleAppScript', 'Google Big Query', 'Google Cloud Platform', 'Clickhouse']","FINAMP - российский лидер по оцифровке бизнеса на маркетплейсах в Гугл-таблицах. Наши клиенты - поставщики маркетплейсов Вайлдберриз и Озон. Мы внедряем для них систему финансового и управленческого учета. Среди наших клиентов как начинающие селлеры с выручкой до 100 тыс. рублей, так и крупные бренды с выручкой более 1 млрд. рублей в год. Сейчас с нами работают более 1 000 поставщиков (это более 1 500 внедренных нами таблиц), и поскольку их количество стремительно растет (каждый месяц у нас появляется 50 новых клиентов), нам в команду нужен программист-разработчик, который в составе тех. отдела будет заниматься поддержкой и развитием нашего продукта. Пожалуйста, прочитайте наши требования внимательно! Мы рассматриваем кандидатов ТОЛЬКО со следующими навыками: Google Sheets - уверенное владение; Python - уверенное владение, понимание ООП, опыт работы с современным Python-стеком и библиотеками для работы с данными и API; базы данных - умение проектировать, оптимизировать и поддерживать базы данных, опыт работы с BigQuery и ClickHouse (либо готовность оперативно изучить), знание SQL и инструментов для ETL-процессов; GoogleAppScript - навыки автоматизации (скрипты для регулярной загрузки/обработки данных), навыки профилирования, выявления и устранения узких мест, написания чистого, поддерживаемого и эффективного кода; API - опыт интеграции с внешними REST API (в частности, маркетплейсов Wildberries и Ozon), умение реализовывать обработку ошибок, аутентификацию, пагинацию, парсинг и валидацию данных; контроль версий - владение Git для командной работы, опыт работы с pull requests, code review, разрешением конфликтов и ведением истории изменений; тестирование и отладка - опыт написания юнит- и интеграционных тестов, использование библиотек для тестирования (pytest, unittest), умение быстро находить и исправлять баги; документирование кода и API - умение создавать и поддерживать документацию, в том числе с помощью OpenAPI/Swagger; опыт работы с облачными сервисами (Google Cloud Platform, Yandex Cloud и др.); умение быстро разбираться в чужом коде и документации; базовые знания DevOps-подходов (CI/CD, мониторинг процессов). Также для нас важны: оконченное техническое образование; умение работать в команде, готовность делиться знаниями, помогать коллегам, принимать совместные решения, уважать чужое мнение и соблюдать субординацию; умение четко и понятно объяснять технические детали коллегам из других отделов, адаптировать стиль общения под аудиторию, активно слушать и доносить суть задачи; готовность слушать и слышать руководителя, быстро переключаться для решения поставленных руководителем задач; умение брать на себя ответственность за результат, доводить задачи до конца, соблюдать сроки и при необходимости самостоятельно искать решения; способность быстро находить и устранять ошибки, анализировать причины сбоев, предлагать улучшения и оптимизации; готовность быстро осваивать новые инструменты, технологии и подходы, адаптироваться к изменениям требований; умение планировать свое время, расстанавливать приоритеты, вести задачи в трекерах, контролировать прогресс и своевременно информировать о статусе задач. Какие задачи перед Вами будут стоять: интеграция с API маркетплейсов, обработка и валидация данных; разработка и оптимизация ETL-процессов для загрузки данных в BigQuery и ClickHouse; поддержка и развитие существующего кода, рефакторинг и оптимизация; написание тестов, отладка и обеспечение надежности решений; ведение технической документации; взаимодействие с коллегами из других отделов, объяснение технических моментов простым языком. Мы ищем специалиста, который не просто хорошо пишет на Python, но и понимает, как его код влияет на бизнес. Нам нужен человек, который умеет интегрироваться с внешними сервисами, грамотно работать с большими объемами данных, оптимизировать и поддерживать существующие решения, закрывать задачи качественно и в установленный срок. Очень важны самостоятельность, ответственность и умение быстро разбираться в новых инструментах. Мы ценим открытость, готовность делиться знаниями и желание работать в команде, где каждый уважает мнение других. Нам не подойдет человек, который избегает ответственности, не умеет работать в команде, не желает учиться новому и не готов объяснять свои решения простым языком. Если Вы не любите тестировать свой код, не умеете планировать задачи и не готовы к постоянному взаимодействию с коллегами - скорее всего, нам не по пути. Если Вы хотите расти вместе с нами, решать интересные задачи и делать процессы лучше - мы ждем именно Вас! Условия работы: испытательный срок - 2 месяца; после исп. срока - оформление по трудовому договору или по самозанятости/ ИП; оплата - оклад (100 000 руб. &quot;на руки&quot;)+ премия (50 000 руб. &quot;на руки&quot;), привязанная к срокам и качеству выполнения задач; полностью дистанционный формат работы; график работы 5/2; работа в команде тех. отдела (5 человек). Не упустите шанс стать частью успешной и быстрорастущей компании!"
121156547,Gorodissky IP Security,Python (Django) backend разработчик,True,120000.0,,Нет опыта,Удаленная работа,[],"В динамично развивающуюся IT - компанию требуется программист - разработчик. Если готовы расти и развиваться вместе с нами, мы ждем Вас. Инициатива и нестандартный подход к решению задач приветствуются. Наши ценности - позитивное мышление, открытость, порядочность, ответственность за результат. Заработная плата - по результатам собеседования. Требуемые навыки: - Python3 - Django (DRF, Django admin) - SQL (умение анализировать и оптимизировать запросы) Плюсом будет: - Опыт работы с Kafka, Redis - Знание ОС семейства Unix Задачи: - Разработка backend на фреймворке Django - Знание и умение писать скрипты на Python. Условия: - Место работы: город Москва, ст.м. Сухаревская/Проспект Мира. 5 мин от метро. - График: 5/2 с 9.00 до 18.00, 2 дня - в офисе (вторник, четверг), 3 дня - удаленно. - Испытательный срок 3 месяца - Стабильная заработная плата"
120853348,Ростелеком Информационные Технологии,Frontend-разработчик,False,,,От 3 до 6 лет,Удаленная работа,[],"Мы – РТК ИТ, федеральная компания с подразделениями в 7 субъектах РФ.Мы занимаемся полным циклом разработки программных продуктов, направленных на развитие и повышение эффективности бизнеса группы компаний «Ростелеком». Наши ИТ-решения, отвечают современным реалиям как в ИТ-архитектуре, так и в телеком-бизнесе. Используя современные технологии, подходы к разработке и архитектуре мы достигаем максимально эффективного результата. Ищем frontend-разработчика в команду, на проект АКОЛА Участие в разработке высонагруженной no code платформы Акола для создания веб приложений, порталов:• разработка Front-end сервисов для платформы на Vue.js. Обязанности: Участие в разработке высонагруженной no code платформы Акола для создания веб приложений, порталов: разработка Front-end сервисов для платформы на Vue.js. Требования: • Знание основных алгоритмов и структур данных;• Хорошее знание JavaScript или TypeScript (VueJS);• Знание HTML, CSS и основных принципов адаптивной верстки;• Опыт проектирования и использования REST API;• Понимать принципы построения front-end и разбираться в серверных технологиях;• Знание инструментов контроля версий (Git);• Желание находить новые решения, осваивать новые технологии;• Желание и способность делиться знаниями через семинары, работу в паре, code-review. • опыт работы от 4-5 лет, уровень middle+ Будет плюсом• Опыт работы с Docker;• Знание и опыт работы с Python;• Опыт разработки БД: реляционная алгебра, индексы, оптимизация запросов;• Опыт работы по гибким (Agile) методологиям;• Опыт разработки автотестов. Условия: Удаленная работа, либо гибридный график работы в комфортном офисе в Москва - БЦ Академик (Проспект Вернадского, 41) Или других городах, где есть офис Ростелеком ИТ - Санкт Петербург, Краснодар, Нижний Новгород, Екатеринбург, Пермь, Ульяновск, Белгород, Владивосток - если нужен офис :) ​Молодой и дружный коллектив; Чай, кофе, печеньки в офисе в неограниченном количестве:) Возможность принимать участие в конференциях, проходить обучение за счет компании Полностью &quot;белая&quot; заработная плата: оклад + квартальная премия Социальный пакет включает в себя: Корпоративная мобильная связь и интернет, современная техника, мощный ноутбук, кафетерий льгот (ДМС, компенсация фитнеса/компенсацию транспорта/электроэнергии, обучения, материальная помощь ко дню рождения/отпуску), повышение квалификации за счет компании. График работы гибкий: начало работы с 08:00 до 10:00 МСК, окончание - с 17:00 до 19:00 МСК, Сб-Вс – выходные. ​​​​​"
121252705,Кросстех Солюшнс Групп,Golang-разработчик,False,,,От 1 года до 3 лет,Удаленная работа,"['Golang', 'Python', 'Git', 'Apache Kafka', 'RabbitMQ', 'Docker', 'Docker-compose', 'SQL', 'Unit Testing']","Привет! Давай знакомиться, я Катя — менеджер по подбору в Crosstech Solutions Group и сейчас мы расширяем команду разработки и ищем Golang-разработчика на один из наших продуктов. Чем предстоит заниматься: Разработка собственного продукта Разработка основной продуктовой логики продукта Участие в проектировании архитектуры продукта и его модулей; Написание unit-тестов; Проведение Code review; Взаимодействие с командой: разработчики, тестировщики, DevOps, аналитики, архитектор; Участие в командных ритуалах SCRUM Что для нас важно: Минимум 2 года опыта разработки на Golang Уверенное владение Docker, Linux; Опыт работы с PostgreSQL; Опыт работы с очередями RabbitMQ. Будет плюсом: опыт работы с CI/CD и опыт написания кода на Python Что мы предлагаем: Работа в аккредитованной IT-компании Хочешь удаленку, хочешь офис - никто не контролирует, во сколько ты начинаешь работать и где находишься, главное — результат Атмосфера, где слышат и понимают. Предлагай любую идею или конструктивно критикуй — твое мнение не останется без внимания Полностью &quot;белая&quot; заработная плата, оформление по ТК РФ, корпоративный ДМС, компенсация обеда, скидка на фитнес и английский в Skyeng, курсы от Skillbox и другие корпоративные скидки"
121322229,Хэндсапп,Python-разработчик (проект),True,170000.0,210000.0,От 3 до 6 лет,Удаленная работа,"['Python', 'Atlassian Jira', 'Numpy', 'pandas', 'Matplotlib']","Привет, на связи HandsApp – аккредитованная IT-компания. Мы создаём крутые мобильные приложения, берём на себя аутсорс и помогаем с аутстаффингом! В связи с расширением команды и масштабированием проектов мы в поиске Senior Python-разработчика! Обязанности: Разрабатывать и дорабатывать десктопное приложение на Python (PySide2/PyQt), согласно требованиям заказчика; Разбираться в существующем коде, в том числе написанном другими разработчиками; Реализовывать функциональность для визуализации и управления сложными расчётами; Принимать участие в проектировании архитектуры и обсуждении технических решений; Интегрировать приложение с другими сервисами системы. Что мы ждём от вас: Уверенное знание Python 3.8+; Опыт работы с PySide2 или PyQt; Умение читать и быстро ориентироваться в чужом коде; Готовность работать с инженерными задачами, где важно внимание к деталям и расчётной логике. Будет плюсом: Опыт работы с многопоточностью и многопроцессностью в Python; Знание numpy, pandas, matplotlib; Навыки разбора бинарных форматов по известной структуре без сторонних библиотек. Мы предлагаем: Оформление по ТК РФ; Стабильную зп с выплатами 2 раза в месяц; Профессиональное развитие и сильные коллеги; Оплачиваемое обучение (конференции, митапы и т.д.); Комфортные условия работы в офисе или удалённо; Размер оклада обсуждается по результатам собеседования. Мы категорически против бюрократии. Бумажки, заявления, жёсткий график, иерархичная структура – не про нас. Мы адекватны и лояльны – обо всем договоримся."
121335860,Кронослаб,Backend-разработчик,False,,,Более 6 лет,Удаленная работа,"['Python', 'FastAPI', 'Git', 'RabbitMQ', 'Redis', 'MongoDB', 'PostgreSQL', 'Pytest', 'Docker-compose', 'Nginx']","Обязанности: Разработка и поддержка системы работы с искусственным интеллектом (ИИ); Решение крупных задач в высоконагруженных системах; Написание устойчивого кода, обеспечивающего надежность и отказоустойчивость системы. Требования: Отличное знание Python и опыт работы с FastAPI; Уверенное владение Git (ветки, rebase, merge, squash); Опыт работы с брокерами сообщений (Kafka, RabbitMQ); Работа с S3-хранилищами (например, MinIO); Опыт работы с Redis; Знание БД MongoDB и PostgreSQL; Умение писать тесты с использованием PyTest. Будет плюсом: Опыт работы с авторизацией (JWT, access_token, refresh_token); Знание ML Ops (pandas, numpy, torch, pillow, opencv); Опыт конфигурации веб-сервера Nginx; Использование Docker и Docker Compose; Желание работать с Kubernetes (k8s); Опыт настройки Linux (crontab, ssh, port forwarding, firewall, user access и др.). Условия: Конкурентный уровень заработной платы и дополнительные стимулирующие выплаты по результатам работы; Удалённый формат работы; Возможность участия в федеральных и международных проектах; Профессиональное развитие и корпоративное обучение."
121301099,Лига Цифровой Экономики,Java-разработчик,False,,,Нет опыта,Полный день,[],"Команда проекта разрабатывает централизованный сервис передачи данных в пакетном и потоковом режиме между кластерами Hadoop, GreenPlum, PostgreSQL, Kafka и др., построенный на микросервисах Java и лучших ETL-инструментах. Мы в поисках талантливого Java-разработчика с желанием получить уникальный опыт Твои задачи: Разрабатывать дополнительную функциональность для компонентов продукта Прорабатывать решения по улучшению ETL интеграций Поддерживать промышленную эксплуатацию разработанных решений R&amp;D, реализовывать пилоты по выбору технологий и решений требования Мы ждем от тебя: Опыт разработки ETL приложений Отличное знание SQL Опыт работы с хранилищами данных (приоритет: greenplum, postgre, clickhouse) Базовые знания ООП языка программирования (приоритет java / scala, python c готовностью перейти на java) Уверенная работа с командной строкой linux (навыки написания bash-скриптов, создание, редактирование файлов, изменение прав доступа) Будет плюсом: Опыт работы с Apache Spark, Flink, Hadoop Опыт написания приложений по работе с топиками Kafka Знание Spring Что мы обеспечим: Команда профессионалов, где каждый увлечен своим делом и готов поделиться экспертизой, а также возможность нести новые знания и технологии Безграничная прокачка скиллов Поездки на конференции и тренинги за счет компании, внутренние семинары, внутренние митапы, мы очень любим учиться новому Комфортабельный офис (офисный формат работы) Новая техника для комфортной работы Корпоративная культура с своими ценностями и традициями Сессия профессионального развития персонала дважды в год, результатом которой является план индивидуального развития каждого сотрудника и получение обратной связи"
120477161,Podscribe,Senior Frontend Developer / Старший фронтэнд разработчик,True,5000.0,10000.0,От 3 до 6 лет,Полный день,[],"Join Our Lean, Fast-Growing, Engineering-Driven Company. We at Podscribe measure advertisers’ campaign performance everywhere from podcasts and videos to social media platforms. We’re involved in delivering all popular podcasts in the US, working closely with all major advertisers. As a bootstrapped and profitable company, we’ve grown threefold in the past year! We’re looking for a self-motivated engineer eager to take significant ownership of parts of our systems and help us reach new heights. Our focus is all about data and we have a lot of it. Imagine developing scalable solutions that process terabytes of data in real-time. What We Offer: • Competitive salary and benefits• Challenging projects involving large-scale data processing and real-time analytics• Opportunities to work on cutting-edge technologies and implement innovative solutions• Significant ownership and impact on new product development What we look for:• 5+ years of React and Typescript experience• Experience with HTML5 and CSS3• Python, Node, SQL (bonus) If you thrive on challenges and innovation, and you’re ready to make a significant impact, we want to hear from you. Join us and be a part of a company that’s shaping the future of the industry. Can work from anywhere. Присоединяйся к нашей быстрорастущей, технологичной команде! Мы в Podscribe помогаем рекламодателям измерять эффективность их аудиорекламы — от подкастов и видео до социальных сетей. Мы участвуем в распространении всех популярных подкастов в США и сотрудничаем с крупнейшими рекламодателями. Наша компания — полностью независимая, прибыльная и активно развивающаяся. За последний год мы выросли в 3 раза — и это только начало. Кого мы ищем Мы ищем инициативного frontend-разработчика, готового взять на себя значимую роль в нашей продуктовой команде. У нас огромные объёмы данных, и ваша задача — создавать масштабируемые и производительные интерфейсы для обработки этих данных в реальном времени. Что мы предлагаем: Конкурентную зарплату Работа с масштабными данными и real-time аналитикой Доступ к современным технологиям и возможность внедрять собственные решения Заметное влияние на продукт и развитие новых фич Полностью удалённую работу, гибкий график Что нам важно: 5+ лет опыта с React и TypeScript Уверенное знание HTML5 и CSS3 Опыт с Python, Node, SQL — будет плюсом Если тебе интересно решать нетривиальные задачи, нравится экспериментировать и ты хочешь внести реальный вклад в развитие продукта — оставляй отклик! Присоединяйся к Podscribe и помогай формировать будущее индустрии подкастов."
